Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,100000000,536,186568,2985082,2988290,0.11,2941136,30.3832809054,30.5723787904,100,4228869,56.3239152103,2,8.999976826,3.9999933788
saxpy,NOPT,100000000,544,183824,3007723,3010550,0.09,2964856,28.6417867541,28.8111493654,100,4166683,50.000016,2,8.9999865601,3.99999616
saxpy,NOPT,100000000,552,181160,2983898,2987409,0.12,2941415,31.4824363763,31.6705243299,100,4347846,56.4388280667,2,8.9999839001,3.9999954
saxpy,NOPT,100000000,560,178572,2995340,3000000,0.16,2954456,31.1145897537,31.3171645792,100,4285728,50.5574156073,2,8.9999836667,3.9999953333
saxpy,NOPT,100000000,568,176057,2994452,3000210,0.19,2950776,31.7813848038,31.9888051897,100,4225374,56.2652350029,2,8.9999602402,3.9999886401
saxpy,NOPT,100000000,576,173612,3021436,3023861,0.08,2979297,27.2553868636,27.4213031727,100,4166676,50.000016,2,8.9999462401,3.99998464
saxpy,NOPT,100000000,584,171233,2990150,2994932,0.16,2944975,32.6728349242,32.8807032354,100,4337909,56.3919150763,2,8.9999903179,3.9999972337
saxpy,NOPT,100000000,592,168919,2997827,3002042,0.14,2953656,31.7829251547,31.9833298367,100,4279275,50.5319633512,2,8.9999967284,3.9999990653
saxpy,NOPT,100000000,600,166667,3000775,3004291,0.12,2955896,32.5475044693,32.7503467906,100,4222218,56.2484669465,2,8.9999801052,3.9999943158
saxpy,NOPT,100000000,608,164474,3018081,3024176,0.20,2975417,30.1318158716,30.3240537249,100,4166681,50.000016,2,8.99998992,3.99999712
saxpy,NOPT,100000000,616,162338,3001333,3004733,0.11,2962616,34.0143097474,34.2068714704,100,4329020,56.3464132962,2,8.9999773621,3.999993532
saxpy,NOPT,100000000,624,160257,3006871,3010660,0.13,2966896,33.2435659361,33.4391214942,100,4273520,50.5064535219,2,8.9999606881,3.999988768
saxpy,NOPT,100000000,632,158228,3009003,3014371,0.18,2966381,33.7879521624,34.0021608071,100,4219420,56.2107354865,2,8.999995023,3.999998578
saxpy,NOPT,100000000,640,156250,3032343,3035410,0.10,2991617,25.6956077962,25.850969066,100,4166680,50.000016,2,9,4
saxpy,NOPT,100000000,648,154321,2963417,2968753,0.18,2922096,28.8979658743,29.0779504713,100,4321002,56.323948784,2,8.99999838,3.9999995371
saxpy,NOPT,100000000,656,152440,2968996,2972993,0.13,2925256,28.4973903476,28.6811130581,100,4268334,50.4901003981,2,8.9999672003,3.9999906287
saxpy,NOPT,100000000,664,150603,2973793,2978177,0.15,2927375,28.6480803325,28.8446056648,100,4216884,56.1924425737,2,8.9999800801,3.9999943086
saxpy,NOPT,100000000,672,148810,2993598,2997396,0.13,2950736,27.4925023267,27.6591670125,100,4166673,50.000016,2,8.9999832,3.9999952
saxpy,NOPT,100000000,680,147059,2962854,2967021,0.14,2921135,29.290529575,29.4798532278,100,4313738,56.2849287735,2,8.9999870182,3.9999962909
saxpy,NOPT,100000000,688,145349,2974044,2978666,0.16,2933217,28.9682173436,29.1459693284,100,4263578,50.4630672107,2,8.9999934327,3.9999981236
saxpy,NOPT,100000000,696,143679,2977999,2981213,0.11,2935977,29.3570051819,29.5506785974,100,4214584,56.1445293642,2,8.9999701038,3.9999914582
saxpy,NOPT,100000000,704,142046,2995385,3005591,0.34,2960736,25.3984751971,25.5621635787,100,4166690,50.000016,2,8.9999798401,3.99999424
saxpy,NOPT,100000000,712,140450,2966756,2968852,0.07,2924456,29.3135573517,29.500925352,100,4307141,56.2524297397,2,8.9999788723,3.9999939635
saxpy,NOPT,100000000,720,138889,2970431,2973894,0.12,2923535,28.6395849423,28.8259030145,100,4259278,50.4551545498,2,8.9999950696,3.9999985913
saxpy,NOPT,100000000,728,137363,2970829,2972644,0.06,2927457,29.2437130718,29.4291859182,100,4212473,56.1324015155,2,8.9999867061,3.9999962018
saxpy,NOPT,100000000,736,135870,2986487,2994391,0.26,2939216,27.4868337058,27.6491139047,100,4166680,50.000016,2,8.9999664001,3.9999904
saxpy,NOPT,100000000,744,134409,2976696,2981723,0.17,2929256,30.3138559965,30.4992103196,100,4301088,56.2221730665,2,8.999983725,3.99999535
saxpy,NOPT,100000000,752,132979,2981503,2985976,0.15,2932335,29.7589762193,29.9339583993,100,4255320,50.4240920789,2,8.999988485,3.99999671
saxpy,NOPT,100000000,760,131579,2980860,2982582,0.06,2938656,30.3298313777,30.5255105548,100,4210512,56.1063378224,2,8.999996675,3.99999905
saxpy,NOPT,100000000,768,130209,3007544,3015788,0.27,2961056,23.7794780407,23.9264196374,100,4166688,50.000016,2,8.9999731201,3.99999232
saxpy,NOPT,100000000,776,128866,2958542,2960935,0.08,2922696,29.1458119883,29.3361118468,100,4295525,56.2183704046,2,8.9999967408,3.9999990688
saxpy,NOPT,100000000,784,127552,2963460,2967097,0.12,2920416,28.4758587905,28.6643177332,100,4251725,50.4364997294,2,8.9999209733,3.9999774209
saxpy,NOPT,100000000,792,126263,2965173,2969134,0.13,2924014,29.0396431678,29.226370332,100,4208775,56.1052866152,2,8.9999850313,3.9999957232
saxpy,NOPT,100000000,800,125000,2975162,2981856,0.23,2935816,27.0675270183,27.2320091547,100,4166675,50.000016,2,9,4
saxpy,NOPT,100000000,808,123763,2966526,2970120,0.12,2922096,29.92128984,30.1197441356,100,4290442,56.1925807486,2,8.9999477909,3.9999850831
saxpy,NOPT,100000000,816,122550,2971820,2973798,0.07,2928737,29.1350541355,29.3284931921,100,4248400,50.414235444,2,8.999958808,3.9999882309
saxpy,NOPT,100000000,824,121360,2971939,2975775,0.13,2929616,29.5674701809,29.7668663032,100,4207138,56.0910364045,2,8.9999667232,3.9999904923
saxpy,NOPT,100000000,832,120193,2992316,2994097,0.06,2948897,25.4623705214,25.6310508508,100,4166682,50.000016,2,8.9999697601,3.99999136
saxpy,NOPT,100000000,840,119048,2968318,2972274,0.13,2925576,30.6260363549,30.8157985278,100,4285710,56.1664286796,2,8.9999673333,3.9999906667
saxpy,NOPT,100000000,848,117925,2970767,2973113,0.08,2928137,29.4230736187,29.6166092195,100,4245291,50.4087036282,2,8.9999785645,3.9999938756
saxpy,NOPT,100000000,856,116823,2974255,2979623,0.18,2928657,30.5828070522,30.7638473583,100,4205628,56.0681661689,2,8.9999500669,3.9999857334
saxpy,NOPT,100000000,864,115741,2984796,2986978,0.07,2941457,28.2292493912,28.4149700843,100,4166667,50.000016,2,8.99997648,3.99999328
saxpy,NOPT,100000000,872,114679,2973701,2977479,0.13,2932297,30.9443939782,31.1434652802,100,4281340,56.1576592767,2,8.999995095,3.9999985986
saxpy,NOPT,100000000,880,113637,2980288,2986573,0.21,2935217,30.5924592096,30.7948045304,100,4242448,50.3840669531,2,8.9999703002,3.9999915143
saxpy,NOPT,100000000,888,112613,2981681,2984806,0.10,2939095,31.1673024876,31.3715075521,100,4204228,56.0542162914,2,8.9999816851,3.9999947672
saxpy,NOPT,100000000,896,111608,2997176,2999899,0.09,2957657,24.7990703774,24.9577126408,100,4166708,50.000016,2,8.9999596804,3.9999884801
saxpy,NOPT,100000000,904,110620,2967774,2972567,0.16,2925496,30.6913478344,30.8943336836,100,4277297,56.1364438508,2,8.9999509036,3.9999859724
saxpy,NOPT,100000000,912,109650,2969741,2974460,0.16,2931256,29.8618436196,30.0485735598,100,4239800,50.3827198521,2,8.9999587245,3.999988207
saxpy,NOPT,100000000,920,108696,2970569,2973884,0.11,2931216,30.5232862228,30.7216956835,100,4202912,56.0448176813,2,8.9999833449,3.9999952414
saxpy,NOPT,100000000,928,107759,2983389,2986361,0.10,2937817,28.3052439364,28.4883421459,100,4166691,50.000016,2,8.9999815201,3.99999472
saxpy,NOPT,100000000,936,106838,2973090,2976302,0.11,2929776,31.3857828922,31.5929934931,100,4273530,56.1173493507,2,8.9999803441,3.999994384
saxpy,NOPT,100000000,944,105933,2974739,2977157,0.08,2932376,30.6278754706,30.8264916062,100,4237320,50.3702458475,2,8.9999207046,3.9999773442
saxpy,NOPT,100000000,952,105043,2975927,2979188,0.11,2932937,31.4518682668,31.6472285451,100,4201710,56.0242014612,2,8.9999516863,3.9999861961
saxpy,NOPT,100000000,960,104167,2990319,2993590,0.11,2945456,25.8122362452,25.980789724,100,4166670,50.000016,2,8.9999832,3.9999952
saxpy,NOPT,100000000,968,103306,2975408,2977839,0.08,2935097,32.1367085745,32.3509353423,100,4270002,56.1018921978,2,8.9999885246,3.9999967213
saxpy,NOPT,100000000,976,102460,2977563,2981246,0.12,2933856,31.0747260507,31.2687977361,100,4235003,50.3659222165,2,8.9999504133,3.9999858324
saxpy,NOPT,100000000,984,101627,2975709,2979639,0.13,2935456,31.9184614018,32.1294764417,100,4200593,56.0212989167,2,8.9999500071,3.9999857163
saxpy,NOPT,100000000,992,100807,2986642,2990350,0.12,2939457,29.370901051,29.5621852968,100,4166710,50.000016,2,8.9999714403,3.9999918401
saxpy,NOPT,100000000,1000,100000,2981274,2984087,0.09,2940017,33.3817320807,33.5957329852,100,4266656,56.0886548137,2,9,4
saxpy,NOPT,100000000,1008,99207,2983436,2986540,0.10,2938736,32.2217253881,32.4303716476,100,4232832,50.352485382,2,8.9999652715,3.9999900776
saxpy,NOPT,100000000,1016,98426,2983616,2986175,0.09,2940817,33.126336286,33.3411206697,100,4199520,56.0061332368,2,8.9999583286,3.9999880939
saxpy,NOPT,100000000,1024,97657,2986867,2990705,0.13,2945457,26.8422384278,27.0203757065,100,4166688,50.000016,2,8.9999596802,3.9999884801
