Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,1000000,104,9616,152623,156969,2.85,12160,23.9004117606,38.7765282091,100,51288,60.1849551942,2,8.9994540633,3.9998440181
saxpy,NOPT,1000000,112,8929,148991,156738,5.20,11520,23.3594083569,38.7853976099,100,47620,52.9713584965,2,8.9994120118,3.9998320034
saxpy,NOPT,1000000,120,8334,152133,157855,3.76,10960,22.681402424,38.7100766231,100,44448,59.1045576758,2,8.9996850252,3.9999100072
saxpy,NOPT,1000000,128,7813,153307,155823,1.64,10560,22.0474380588,38.2954418476,100,41668,49.9968004607,2,8.9996640108,3.9999040031
saxpy,NOPT,1000000,136,7353,149253,154863,3.76,12241,21.0768817691,34.8532369931,100,49020,59.1975929093,2,8.9998572011,3.9999592003
saxpy,NOPT,1000000,144,6945,156061,158487,1.55,11761,20.9164259393,34.8569081467,100,46300,52.3626637405,2,8.9995464363,3.9998704104
saxpy,NOPT,1000000,152,6579,150537,155417,3.24,11520,20.6116057327,34.8382863859,100,43860,58.3728425314,2,9,4
saxpy,NOPT,1000000,160,6250,153195,156447,2.12,10840,20.0128819716,34.8558883085,100,41670,49.9964005471,2,9,4
saxpy,NOPT,1000000,168,5953,155833,159667,2.46,12760,22.0208657671,35.3622620785,100,47622,58.5420687185,2,8.9994120365,3.9998320104
saxpy,NOPT,1000000,176,5682,153835,158299,2.90,12000,21.1832732146,35.1956164628,100,45456,51.9385566345,2,8.9996920099,3.9999120028
saxpy,NOPT,1000000,184,5435,155905,159525,2.32,11400,20.5883114779,34.8896798607,100,43476,57.9310762522,2,8.9998389916,3.9999539976
saxpy,NOPT,1000000,192,5209,154869,157941,1.98,10880,20.2155052562,34.9851417235,100,41676,49.9960006399,2,8.9993281505,3.999808043
saxpy,NOPT,1000000,200,5000,158773,162915,2.61,12440,22.231750253,35.6181210304,100,46662,58.0864259613,2,9,4
saxpy,NOPT,1000000,208,4808,153231,157069,2.50,11440,21.1116544156,35.5251132505,100,44870,51.6351904434,2,8.9996879875,3.9999108536
saxpy,NOPT,1000000,216,4630,151601,157309,3.77,11641,21.499115987,35.601900963,100,43211,57.5810008482,2,8.9996760084,3.999907431
saxpy,NOPT,1000000,224,4465,153499,156497,1.95,10920,20.7613084732,35.2633224251,100,41678,49.9976003072,2,8.9991602284,3.9997600653
saxpy,NOPT,1000000,232,4311,152064,157809,3.78,11400,22.514357239,38.2699087062,100,45984,57.7740103073,2,8.9984777314,3.9995650661
saxpy,NOPT,1000000,240,4167,155291,158275,1.92,10960,22.1656657593,38.2353784989,100,44448,51.4352970424,2,8.9995275378,3.9998650108
saxpy,NOPT,1000000,248,4033,152887,156899,2.62,10880,22.3359329068,38.2592518935,100,43016,57.3086116233,2,8.9980472382,3.9994420681
saxpy,NOPT,1000000,256,3907,153495,156119,1.71,10720,21.9696909591,37.8962691197,100,41680,49.9960006399,2,8.9989923225,3.9997120921
saxpy,NOPT,1000000,264,3788,152769,156469,2.42,12320,20.2296313857,33.1156755491,100,45450,57.4994901081,2,8.9996919692,3.9999119912
saxpy,NOPT,1000000,272,3677,149919,156091,4.12,11760,19.6472092593,33.1065409282,100,44118,51.283150323,2,8.999206673,3.9997733351
saxpy,NOPT,1000000,280,3572,152573,157569,3.27,11680,19.6175850332,33.0791400295,100,42858,57.1287495371,2,8.9983666993,3.9995333427
saxpy,NOPT,1000000,288,3473,154097,158827,3.07,11280,19.7568830811,32.9987376478,100,41670,49.9976003072,2,8.9976481881,3.9993280538
saxpy,NOPT,1000000,296,3379,148791,154307,3.71,11761,20.8699432561,34.7800577894,100,45060,57.2959716919,2,8.9981358189,3.9994673768
saxpy,NOPT,1000000,304,3290,151457,155413,2.61,11680,20.97354252,34.8744276465,100,43870,51.1204416088,2,8.9984043766,3.9995441076
saxpy,NOPT,1000000,312,3206,153205,158339,3.35,11400,20.3876580008,34.7095766924,100,42740,56.9712696686,2,8.997379504,3.9992512869
saxpy,NOPT,1000000,320,3125,153871,157129,2.12,11281,20.356294056,34.4506714602,100,41660,49.99800024,2,9,4
saxpy,NOPT,1000000,328,3049,151207,156047,3.20,11880,20.1711030871,33.6200565298,100,44715,57.1306112932,2,8.9990607179,3.9997316337
saxpy,NOPT,1000000,336,2977,155383,156887,0.97,11880,20.2911282531,33.6158800541,100,43659,51.0392844836,2,8.9985569986,3.9995877139
saxpy,NOPT,1000000,344,2907,157955,162429,2.83,11480,20.3124637437,33.6304410146,100,42636,56.8686436585,2,9,4
saxpy,NOPT,1000000,352,2841,151935,205069,34.97,11520,19.9126336295,33.519066791,100,41668,49.9968004607,2,8.9998320054,3.9999520015
saxpy,NOPT,1000000,360,2778,151441,155233,2.50,11400,21.5764180537,36.0109345769,100,44448,57.0017539636,2,8.9995275378,3.9998650108
saxpy,NOPT,1000000,368,2718,151457,155343,2.57,11320,21.6134708454,36.0205597409,100,43488,50.9336221715,2,8.9977465048,3.9993561442
saxpy,NOPT,1000000,376,2660,150600,154194,2.39,11441,21.7014029721,36.1068976226,100,42564,56.7415147217,2,8.9983554177,3.9995301193
saxpy,NOPT,1000000,384,2605,146549,157069,7.18,10960,20.4805171382,35.5527302466,100,41676,49.9964005471,2,8.9983203762,3.9995201075
saxpy,NOPT,1000000,392,2552,156269,163853,4.85,12440,13.4625464391,31.7720971779,100,44239,56.8869915447,2,8.9962024458,3.9989149845
saxpy,NOPT,1000000,400,2500,157526,161058,2.24,12201,19.5442284279,31.7186303751,100,43329,50.8707816601,2,9,4
saxpy,NOPT,1000000,408,2451,155613,158093,1.59,11880,19.107597812,31.7740682212,100,42484,56.6515272336,2,9,4
saxpy,NOPT,1000000,416,2404,157805,160947,1.99,11600,18.7022157298,31.4750437604,100,41665,49.9960006399,2,8.9993279731,3.9998079923
saxpy,NOPT,1000000,424,2359,151929,157085,3.39,11720,19.8390961627,33.4743035444,100,44030,56.7914460679,2,8.9988871224,3.999682035
saxpy,NOPT,1000000,432,2315,149681,157663,5.33,11600,20.3123869289,33.5182683504,100,43218,50.7868405929,2,8.9995140914,3.999861169
saxpy,NOPT,1000000,440,2273,151923,155569,2.40,11600,19.8805325891,33.5804200816,100,42420,56.5664776833,2,8.998679868,3.9996228194
saxpy,NOPT,1000000,448,2233,152875,156595,2.43,11360,19.9496246047,33.2949888698,100,41678,49.9976003072,2,8.9959690964,3.9988483133
saxpy,NOPT,1000000,456,2193,151035,155035,2.65,11960,21.9476629045,35.6239926112,100,43860,56.6836434189,2,8.9996808026,3.9999088007
saxpy,NOPT,1000000,464,2156,154679,158597,2.53,11440,20.9134964303,35.4628986349,100,43110,50.7275048868,2,8.9961029923,3.9988865692
saxpy,NOPT,1000000,472,2119,150313,153945,2.42,11440,20.8987141712,35.4781184662,100,42390,56.5009254234,2,8.9991743336,3.9997640953
saxpy,NOPT,1000000,480,2084,150327,155747,3.61,11400,20.7972442681,35.4271972532,100,41685,49.99800024,2,8.9983207389,3.9995202111
saxpy,NOPT,1000000,488,2050,151459,155001,2.34,11200,22.0538092925,37.3669570823,100,43728,56.6079906711,2,8.9958379071,3.9988108306
saxpy,NOPT,1000000,496,2017,153713,158767,3.29,10960,21.9777377143,37.3832701875,100,43024,50.6629311025,2,8.9954444031,3.9986984009
saxpy,NOPT,1000000,504,1985,149999,156529,4.35,11160,22.3124558095,37.4503071352,100,42352,56.4199269401,2,8.9953721194,3.9986777484
saxpy,NOPT,1000000,512,1954,154053,158693,3.01,10920,21.621957412,37.1972976019,100,41680,49.9976003072,2,8.9976487524,3.999328215
saxpy,NOPT,1000000,520,1924,150953,156901,3.94,12560,13.1108378563,30.9185763701,100,43622,56.5615575969,2,8.9951859154,3.9986245472
saxpy,NOPT,1000000,528,1894,155205,158265,1.97,12280,12.9730846523,30.8050474411,100,42925,50.6625940221,2,8.9996738497,3.9999068142
saxpy,NOPT,1000000,536,1866,159577,163915,2.72,12600,19.4296201205,30.9399955573,100,42296,56.3943917411,2,8.9983449972,3.999527142
saxpy,NOPT,1000000,544,1839,157205,161547,2.76,12080,18.6603221362,30.7822824944,100,41684,49.9964005471,2,8.9956338163,3.998752519
saxpy,NOPT,1000000,552,1812,152689,158711,3.94,12560,20.1380411048,32.4807232525,100,43488,56.5057675985,2,8.9988732524,3.9996780721
saxpy,NOPT,1000000,560,1786,150117,155769,3.77,12000,19.5547746398,32.2067284964,100,42858,50.6091779653,2,8.9983666993,3.9995333427
saxpy,NOPT,1000000,568,1761,151177,158071,4.56,11920,19.6060283935,32.2866776992,100,42264,56.3283755178,2,8.9973499905,3.9992428544
saxpy,NOPT,1000000,576,1737,152487,157523,3.30,11601,19.2586043682,32.0361594174,100,41688,49.9972003807,2,8.9946267511,3.998464786
saxpy,NOPT,1000000,584,1713,156207,159385,2.03,11880,20.6396478017,33.717706231,100,43396,56.4559272211,2,8.9979030325,3.9994008664
saxpy,NOPT,1000000,592,1690,154645,158363,2.40,11680,20.2849846363,33.7233395401,100,42807,50.5568298663,2,8.9975471301,3.99929918
saxpy,NOPT,1000000,600,1667,154859,157791,1.89,11680,19.9869831712,33.7714533543,100,42218,56.2968400447,2,8.9990051637,3.999715761
saxpy,NOPT,1000000,608,1645,154190,158640,2.89,11800,19.8778475877,33.5508198004,100,41667,49.9956007391,2,8.9983200134,3.9995200038
saxpy,NOPT,1000000,616,1624,152651,156531,2.54,11641,21.1968605823,35.2425016526,100,43300,56.408200265,2,8.9980600462,3.9994457275
saxpy,NOPT,1000000,624,1603,153625,156829,2.09,11880,21.5047530144,35.2894709967,100,42740,50.5505370901,2,8.998525971,3.9995788489
saxpy,NOPT,1000000,632,1583,150987,156591,3.71,11600,21.1905498606,35.281194699,100,42200,56.2678830023,2,8.9953554502,3.9986729858
saxpy,NOPT,1000000,640,1563,150585,156949,4.23,11160,20.6690615576,34.9730428524,100,41680,49.9968004607,2,8.9983205374,3.9995201536
saxpy,NOPT,1000000,648,1544,145169,154449,6.39,13600,12.4272003782,26.5694682771,100,43218,56.3739139537,2,8.9974084872,3.9992595678
saxpy,NOPT,1000000,656,1525,147861,161173,9.00,13521,12.3296979317,26.4953105536,100,42693,50.5395996519,2,8.9957370061,3.9987820017
saxpy,NOPT,1000000,664,1507,146725,151895,3.52,13640,12.3007384225,26.5041883937,100,42189,56.2255801252,2,8.9966815995,3.9990518856
saxpy,NOPT,1000000,672,1489,154489,162717,5.33,13121,11.920903867,26.4663957505,100,41685,49.9960006399,2,8.9968094039,3.9990884011
saxpy,NOPT,1000000,680,1471,153603,157103,2.28,13360,12.6052519143,27.4368630929,100,43142,56.3104556891,2,8.9985397061,3.9995827732
saxpy,NOPT,1000000,688,1454,150923,155457,3.00,13000,12.166289918,27.2769500123,100,42636,50.5157250627,2,8.9981940144,3.9994840041
saxpy,NOPT,1000000,696,1437,147259,150297,2.06,13201,12.4019153647,27.4533984576,100,42152,56.2142361865,2,8.9991696717,3.9997627633
saxpy,NOPT,1000000,704,1421,164301,167935,2.21,13081,11.9708922383,27.1407641098,100,41668,49.9972003807,2,8.9979840645,3.9994240184
saxpy,NOPT,1000000,712,1405,151061,153925,1.90,13001,12.7199113384,28.3558392666,100,43079,56.2998951416,2,8.996100188,3.998885768
saxpy,NOPT,1000000,720,1389,156323,164205,5.04,13200,12.5992579029,28.2585065211,100,42596,50.5023713193,2,8.9990139919,3.9997182834
saxpy,NOPT,1000000,728,1374,146673,153459,4.63,12760,12.4797628718,28.358103791,100,42136,56.1797280247,2,8.9973419404,3.9992405544
saxpy,NOPT,1000000,736,1359,152097,156703,3.03,13080,12.4276371243,28.0947144201,100,41676,49.9964005471,2,8.9976485267,3.9993281505
saxpy,NOPT,1000000,744,1345,159495,164815,3.34,12800,12.871007378,29.4597219017,100,43032,56.2721657561,2,8.9964212679,3.9989775051
saxpy,NOPT,1000000,752,1330,148979,155555,4.41,12640,12.8348581767,29.3601457241,100,42576,50.4674896598,2,8.9983558812,3.9995302518
saxpy,NOPT,1000000,760,1316,148371,151803,2.31,12520,12.6344719917,29.4188142507,100,42096,56.1586097104,2,8.9991685671,3.9997624477
saxpy,NOPT,1000000,768,1303,157071,161293,2.69,12240,12.155710537,28.9112452634,100,41688,49.9964005471,2,8.9963058914,3.9989445404
saxpy,NOPT,1000000,776,1289,149263,153945,3.14,12680,13.0103503301,29.8135217626,100,42975,56.2290811825,2,8.9970680628,3.9991623037
saxpy,NOPT,1000000,784,1276,153337,158377,3.29,12800,12.9211116573,29.8998729081,100,42525,50.443915973,2,8.9980246914,3.9994356261
saxpy,NOPT,1000000,792,1263,151205,157425,4.11,12720,12.9423800934,29.9801473149,100,42100,56.1219046549,2,8.9985035629,3.9995724466
saxpy,NOPT,1000000,800,1250,151731,156889,3.40,12320,12.5420087302,29.6529638878,100,41675,49.9968004607,2,9,4
saxpy,NOPT,1000000,808,1238,153829,162849,5.86,12481,13.2691221021,30.856869097,100,42926,56.2000784731,2,8.9983692867,3.9995340819
saxpy,NOPT,1000000,816,1226,159349,162979,2.28,12720,13.4230330902,30.9462074628,100,42484,50.4270386436,2,8.9957160343,3.9987760098
saxpy,NOPT,1000000,824,1214,160197,164259,2.54,12400,13.1068322644,30.9411047668,100,42068,56.1024423814,2,8.9983360274,3.9995245793
saxpy,NOPT,1000000,832,1202,156383,159663,2.10,11920,18.5553097243,30.542894772,100,41652,49.9964005471,2,8.9996638817,3.9999039662
saxpy,NOPT,1000000,840,1191,157797,167053,5.87,12600,13.8447762593,32.0658310272,100,42876,56.1770499618,2,8.997714339,3.999346954
saxpy,NOPT,1000000,848,1180,150908,156336,3.60,12360,19.7000401497,31.8814677234,100,42498,50.4089484749,2,8.9967057273,3.9990587792
saxpy,NOPT,1000000,856,1169,152393,155647,2.14,12641,19.8295751196,31.9650829107,100,42066,56.0718702569,2,8.9930109827,3.9980031379
saxpy,NOPT,1000000,864,1158,152775,157337,2.99,12040,19.2881174802,31.6740983337,100,41688,49.9972003807,2,8.9946267511,3.998464786
saxpy,NOPT,1000000,872,1147,151745,155131,2.23,12081,19.9098833135,32.8812292056,100,42812,56.1504791032,2,8.9990189666,3.9997197048
saxpy,NOPT,1000000,880,1137,152549,156403,2.53,12080,20.3139145367,33.0112867514,100,42448,50.3979432326,2,8.9940633245,3.998303807
saxpy,NOPT,1000000,888,1127,153287,157693,2.87,12200,19.9795506084,32.9999800904,100,42056,56.0617668351,2,8.9960053262,3.9988586646
saxpy,NOPT,1000000,896,1117,152435,157509,3.33,11920,20.1860936802,32.7758025586,100,41720,49.99800024,2,8.9956375839,3.9987535954
saxpy,NOPT,1000000,904,1107,151055,154765,2.46,12361,20.6835576487,33.4437663422,100,42804,56.113057336,2,8.9962386693,3.9989253341
saxpy,NOPT,1000000,912,1097,151683,156235,3.00,11921,19.8933464666,33.4503346003,100,42398,50.361694525,2,8.9975234681,3.9992924195
saxpy,NOPT,1000000,920,1087,156031,160373,2.78,12120,20.7013523239,33.4699641537,100,42050,56.0385386265,2,8.9998335315,3.9999524376
saxpy,NOPT,1000000,928,1078,154999,159017,2.59,11880,19.9988698354,33.2727338873,100,41673,49.9972003807,2,8.9959686128,3.9988481751
saxpy,NOPT,1000000,936,1069,149939,158631,5.80,12120,21.4461939553,34.518902688,100,42780,56.1061922048,2,8.9937821412,3.9982234689
saxpy,NOPT,1000000,944,1060,151315,156663,3.53,11760,20.8026609335,34.5127541064,100,42390,50.360517748,2,8.9966973343,3.9990563812
saxpy,NOPT,1000000,952,1051,153397,157757,2.84,11921,20.6357674665,34.3718840886,100,42060,56.0044198273,2,8.9971707085,3.999191631
saxpy,NOPT,1000000,960,1042,153583,157953,2.85,11640,20.2848951054,34.0676413827,100,41670,49.9960006399,2,8.9966402688,3.9990400768
saxpy,NOPT,1000000,968,1034,152667,156201,2.31,12161,21.7673580213,35.3630703298,100,42749,56.0658664118,2,8.9952513509,3.9986432431
saxpy,NOPT,1000000,976,1025,153865,160849,4.54,12000,21.8726827582,35.5446881281,100,42346,50.3427568293,2,8.9957020734,3.998772021
saxpy,NOPT,1000000,984,1017,152413,156747,2.84,11960,21.5684132561,35.4475482136,100,42036,55.9972125632,2,8.9961699496,3.9989056999
saxpy,NOPT,1000000,992,1009,152901,156605,2.42,11440,20.9030506644,35.0505466992,100,41726,49.9968004607,2,8.9951349279,3.9986099794
saxpy,NOPT,1000000,1000,1000,149185,153699,3.03,11640,21.9183214238,36.496896097,100,42688,56.048738645,2,9,4
saxpy,NOPT,1000000,1008,993,151195,157419,4.12,11441,21.8357403971,36.5132041822,100,42368,50.3384336718,2,8.990086858,3.9971676737
saxpy,NOPT,1000000,1016,985,154835,157569,1.77,12040,22.4021176743,36.6418770857,100,42016,55.9786206217,2,8.9960015232,3.9988575781
saxpy,NOPT,1000000,1024,977,150142,157918,5.18,11281,21.1924013434,36.0196142183,100,41696,49.9972003807,2,8.9976496546,3.9993284728
