Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,134217728,192,699051,4577618,4581381,0.08,4538124,29.5851503606,29.7031828254,100,5592408,50.0000119209,2,8.9999949932,3.9999985695
saxpy,NOPT,134217728,200,671089,4398660,4405590,0.16,4368481,34.7957998973,34.9413218043,100,6263502,57.762270811,2,8.9999966472,3.9999990421
saxpy,NOPT,134217728,208,645278,4464232,4468772,0.10,4415242,34.2596157373,34.4011062307,100,6022597,51.3370576616,2,8.9999965131,3.9999990038
saxpy,NOPT,134217728,216,621379,4477579,4486682,0.20,4431602,34.7883455104,34.9276293694,100,5799535,57.235528619,2,8.999995172,3.9999986206
saxpy,NOPT,134217728,224,599187,4555971,4562521,0.14,4518004,32.6938105311,32.8221496288,100,5592412,50.0000119209,2,8.9999937415,3.9999982119
saxpy,NOPT,134217728,232,578525,4468377,4471522,0.07,4424163,36.2582937794,36.4068231266,100,6170936,57.4580407898,2,8.999996597,3.9999990277
saxpy,NOPT,134217728,240,559241,4507466,4510498,0.07,4467844,35.8903357877,36.0374075815,100,5965232,51.12782647,2,8.9999953061,3.9999986589
saxpy,NOPT,134217728,248,541201,4514495,4520769,0.14,4465884,36.0191648448,36.1619942161,100,5772808,57.0245889315,2,8.9999951497,3.9999986142
saxpy,NOPT,134217728,256,524288,4589657,4596845,0.16,4542565,25.4776666621,25.5790902284,100,5592408,50.0000119209,2,9,4
saxpy,NOPT,134217728,264,508401,4382709,4394788,0.28,4341762,33.033312513,33.17090655,100,6100812,57.2727519067,2,8.9999942631,3.9999983609
saxpy,NOPT,134217728,272,493448,4429070,4435270,0.14,4383883,32.4448062947,32.5766258938,100,5921379,51.056511564,2,8.9999952714,3.999998649
saxpy,NOPT,134217728,280,479350,4447607,4455786,0.18,4399444,32.7506687392,32.8863866683,100,5752197,56.9051614036,2,8.9999902646,3.9999972185
saxpy,NOPT,134217728,288,466034,4524159,4531475,0.16,4483804,31.1534616896,31.2759993676,100,5592411,50.0000119209,2,8.9999974966,3.9999992847
saxpy,NOPT,134217728,296,453439,4439469,4445662,0.14,4398244,34.0731148592,34.1993061692,100,6045850,57.0914921184,2,8.9999918953,3.9999976844
saxpy,NOPT,134217728,304,441506,4472748,4479719,0.16,4433524,33.6278711127,33.7631662846,100,5886740,50.9426709531,2,8.9999928653,3.9999979615
saxpy,NOPT,134217728,312,430186,4485479,4489029,0.08,4446604,34.123971146,34.2682467125,100,5735810,56.7463700113,2,8.9999890164,3.9999968618
saxpy,NOPT,134217728,320,419431,4564725,4569852,0.11,4516366,28.9018276271,29.0189591814,100,5592410,50.0000119209,2,8.9999924898,3.9999978542
saxpy,NOPT,134217728,328,409201,4426404,4436057,0.22,4377523,33.6786332919,33.8128879701,100,6001611,56.9481016969,2,8.9999918355,3.9999976673
saxpy,NOPT,134217728,336,399458,4462710,4467591,0.11,4422765,33.0971584956,33.2365153705,100,5858721,50.8608192748,2,8.999988052,3.9999965863
saxpy,NOPT,134217728,344,390168,4473599,4482839,0.21,4434725,33.6066946678,33.7480412075,100,5722464,56.6588698252,2,8.999995107,3.999998602
saxpy,NOPT,134217728,352,381301,4531301,4541008,0.21,4486285,31.5365048078,31.6682072473,100,5592422,50.0000119209,2,8.9999912381,3.9999974966
saxpy,NOPT,134217728,360,372828,4470709,4479654,0.20,4420804,34.9086054925,35.0420678125,100,5965248,56.8274615464,2,8.9999870919,3.999996312
saxpy,NOPT,134217728,368,364723,4494840,4501627,0.15,4453484,34.2712105719,34.4147014305,100,5835564,50.7772614499,2,8.999986805,3.99999623
saxpy,NOPT,134217728,376,356963,4501692,4510823,0.20,4459045,34.8682682106,35.0091393559,100,5711412,56.5591807122,2,8.9999865182,3.9999961481
saxpy,NOPT,134217728,384,349526,4564211,4568305,0.09,4519367,24.9304357588,25.0317427365,100,5592420,50.0000119209,2,8.9999799729,3.999994278
saxpy,NOPT,134217728,392,342393,4371777,4375248,0.08,4325123,31.6142433456,31.7521101147,100,5934812,56.7523618853,2,8.9999870257,3.9999962931
saxpy,NOPT,134217728,400,335545,4400501,4406690,0.14,4354204,31.1965924276,31.3264036548,100,5816122,50.7498883029,2,8.9999783361,3.9999938103
saxpy,NOPT,134217728,408,328966,4417285,4421469,0.09,4378484,31.7377034715,31.8738541084,100,5702073,56.5115854928,2,8.9999852685,3.999995791
saxpy,NOPT,134217728,416,322639,4484565,4490415,0.13,4447005,29.9322557139,30.0578598398,100,5592405,50.0000119209,2,8.9999924898,3.9999978542
saxpy,NOPT,134217728,424,316552,4409331,4415269,0.13,4373363,32.6732226121,32.8131242076,100,5908980,56.6613844029,2,8.9999763072,3.9999932306
saxpy,NOPT,134217728,432,310690,4438350,4444251,0.13,4395284,31.9716869683,32.1093627811,100,5799542,50.6909119509,2,8.9999734462,3.9999924132
saxpy,NOPT,134217728,440,305041,4450435,4453937,0.08,4407644,32.6281124159,32.7627107834,100,5694108,56.4458974578,2,8.9999754132,3.9999929752
saxpy,NOPT,134217728,448,299594,4535759,4542905,0.16,4486806,27.4898175979,27.5936704231,100,5592426,50.0000119209,2,8.9999849797,3.9999957085
saxpy,NOPT,134217728,456,294338,4435355,4441486,0.14,4389604,33.9017146411,34.0421619652,100,5886765,56.5882643537,2,8.9999845416,3.9999955833
saxpy,NOPT,134217728,464,289263,4462601,4467859,0.12,4426485,33.3026898907,33.44397973,100,5785260,50.6405756204,2,8.9999758006,3.9999930859
saxpy,NOPT,134217728,472,284360,4467123,4479598,0.28,4422445,33.9473807545,34.0944445417,100,5687190,56.3897096128,2,8.999992615,3.99999789
saxpy,NOPT,134217728,480,279621,4521813,4527972,0.14,4478287,31.2300472322,31.3495750823,100,5592420,50.0000119209,2,8.9999862314,3.9999960661
saxpy,NOPT,134217728,488,275037,4479007,4485094,0.14,4445526,35.8058796573,35.9460371709,100,5867456,56.509847176,2,8.9999868768,3.9999962505
saxpy,NOPT,134217728,496,270601,4496263,4502282,0.13,4454286,34.9912594064,35.1376522899,100,5772816,50.5981122523,2,8.999985449,3.9999958426
saxpy,NOPT,134217728,504,266306,4499596,4505990,0.14,4455766,35.4496221706,35.5926900432,100,5681200,56.3423396829,2,8.999981518,3.9999947194
saxpy,NOPT,134217728,512,262144,4565644,4569631,0.09,4517527,24.1230615609,24.2120378833,100,5592400,50.0000119209,2,9,4
saxpy,NOPT,134217728,520,258112,4330626,4334970,0.10,4282763,30.3699048477,30.5027982875,100,5850533,56.4931423327,2,8.9999808564,3.9999945304
saxpy,NOPT,134217728,528,254201,4343586,4347983,0.10,4295283,29.8193454497,29.9496138127,100,5761895,50.5916846447,2,8.9999684132,3.9999909752
saxpy,NOPT,134217728,536,250407,4363298,4367621,0.10,4326607,30.4939957353,30.6255477213,100,5675892,56.3069204543,2,8.9999839673,3.9999954192
saxpy,NOPT,134217728,544,246724,4422059,4431126,0.21,4386685,28.4514598949,28.569911214,100,5592405,50.0000119209,2,8.9999899864,3.999997139
saxpy,NOPT,134217728,552,243149,4363054,4370008,0.16,4322643,31.5114872519,31.6420518675,100,5835564,56.4237090799,2,8.9999796078,3.9999941737
saxpy,NOPT,134217728,560,239675,4385645,4389561,0.09,4349405,30.6011914642,30.7262277011,100,5752206,50.5524076364,2,8.9999890477,3.9999968708
saxpy,NOPT,134217728,568,236299,4398362,4403453,0.12,4359445,31.4366496825,31.5657354094,100,5671170,56.2651468119,2,8.9999925941,3.999997884
saxpy,NOPT,134217728,576,233017,4478090,4482741,0.10,4432686,26.0987181738,26.212258098,100,5592402,50.0000119209,2,8.9999974966,3.9999992847
saxpy,NOPT,134217728,584,229825,4389858,4395949,0.14,4343124,32.3713729243,32.5107420521,100,5822227,56.3824919513,2,8.9999963931,3.9999989695
saxpy,NOPT,134217728,592,226720,4400115,4409311,0.21,4355525,31.5210949476,31.6571426549,100,5743586,50.5276315673,2,8.9999805,3.9999944286
saxpy,NOPT,134217728,600,223697,4409478,4414036,0.10,4371605,32.4250798049,32.561837886,100,5666997,56.2310843494,2,8.9999814717,3.9999947062
saxpy,NOPT,134217728,608,220753,4463161,4472388,0.21,4417606,29.8483880919,29.9649072454,100,5592403,50.0000119209,2,8.9999924898,3.9999978542
saxpy,NOPT,134217728,616,217886,4425342,4429767,0.10,4380165,33.6050399955,33.7530460443,100,5810300,56.3439914505,2,8.9999975905,3.9999993116
saxpy,NOPT,134217728,624,215093,4441915,4455713,0.31,4399885,32.9695851048,33.1120392629,100,5735820,50.4953498927,2,8.999975592,3.9999930263
saxpy,NOPT,134217728,632,212370,4444870,4450550,0.13,4400685,33.4004759281,33.5312154656,100,5663200,56.2020939706,2,8.9999962918,3.9999989405
saxpy,NOPT,134217728,640,209716,4509254,4515166,0.13,4466287,24.3977091958,24.5000138826,100,5592420,50.0000119209,2,8.9999799729,3.999994278
saxpy,NOPT,134217728,648,207127,4256841,4263086,0.15,4219762,28.9930538058,29.1107785356,100,5799549,56.3131370734,2,8.9999782742,3.9999937926
saxpy,NOPT,134217728,656,204601,4270268,4281949,0.27,4224763,28.3267557612,28.4525082074,100,5728842,50.4910754071,2,8.9999792279,3.9999940651
saxpy,NOPT,134217728,664,202136,4281115,4286229,0.12,4239483,28.8842806091,29.0111459968,100,5659794,56.1809954978,2,8.9999777377,3.9999936393
saxpy,NOPT,134217728,672,199729,4349237,4356827,0.17,4304843,27.0907720178,27.2110088101,100,5592405,50.0000119209,2,8.9999937415,3.9999982119
saxpy,NOPT,134217728,680,197380,4271460,4275945,0.11,4220042,29.1808125619,29.3142216418,100,5789806,56.281373251,2,8.9999746105,3.9999927459
saxpy,NOPT,134217728,688,195084,4288998,4297414,0.20,4248122,28.740524218,28.8666317318,100,5722464,50.4702183067,2,8.999995107,3.999998602
saxpy,NOPT,134217728,696,192842,4306645,4311053,0.10,4264524,29.1287526715,29.2483712301,100,5656706,56.1537263778,2,8.9999888628,3.9999968179
saxpy,NOPT,134217728,704,190651,4391871,4397416,0.13,4350845,24.7191241103,24.8241307471,100,5592444,50.0000119209,2,8.9999774696,3.9999935627
saxpy,NOPT,134217728,712,188509,4268507,4275143,0.16,4217202,29.04834313,29.1785910088,100,5780935,56.2598288313,2,8.9999733607,3.9999923888
saxpy,NOPT,134217728,720,186414,4285178,4291914,0.16,4231523,28.3297373026,28.4614906144,100,5716696,50.4545295613,2,8.9999865307,3.9999961516
saxpy,NOPT,134217728,728,184366,4288394,4293223,0.11,4240923,28.8742255907,29.0064206059,100,5653883,56.1398635227,2,8.9999727621,3.9999922177
saxpy,NOPT,134217728,736,182362,4345064,4354499,0.22,4294483,26.6499922229,26.7712960787,100,5592427,50.0000119209,2,8.9999724628,3.9999921322
saxpy,NOPT,134217728,744,180401,4309807,4315394,0.13,4269844,30.3726577363,30.5097774801,100,5772816,56.217901069,2,8.9999514968,3.9999861419
saxpy,NOPT,134217728,752,178482,4327262,4331563,0.10,4286603,29.7094147876,29.8386420393,100,5711424,50.4211326814,2,8.9999436218,3.9999838919
saxpy,NOPT,134217728,760,176603,4340262,4343948,0.08,4308204,30.2670023326,30.4035046716,100,5651304,56.1007931741,2,8.9999789429,3.9999939837
saxpy,NOPT,134217728,768,174763,4429049,4437794,0.20,4388726,22.5886057521,22.6787035643,100,5592408,50.0000119209,2,8.9999799728,3.999994278
saxpy,NOPT,134217728,776,172961,4226020,4232765,0.16,4185202,28.4146278378,28.5379384847,100,5765375,56.2277316011,2,8.9999987859,3.9999996531
saxpy,NOPT,134217728,784,171197,4240180,4245662,0.13,4195043,28.1826136624,28.3007602934,100,5706550,50.4309821924,2,8.9999435736,3.9999838782
saxpy,NOPT,134217728,792,169467,4254769,4259564,0.11,4209242,28.8548595473,28.98388233,100,5648900,56.1004095166,2,8.9999950433,3.9999985838
saxpy,NOPT,134217728,800,167773,4295847,4302596,0.16,4251763,26.6439401885,26.7561547253,100,5592450,50.0000119209,2,8.9999737146,3.9999924899
saxpy,NOPT,134217728,808,166112,4265660,4269375,0.09,4213723,29.4178711812,29.5559845641,100,5758558,56.1942719239,2,8.999970826,3.9999916646
saxpy,NOPT,134217728,816,164483,4271720,4277358,0.13,4223123,28.4280502243,28.5565252123,100,5702086,50.4216601191,2,8.9999840409,3.9999954403
saxpy,NOPT,134217728,824,162886,4282635,4292629,0.23,4238443,29.1114873182,29.2460221516,100,5646706,56.0957177853,2,8.9999876034,3.9999964581
saxpy,NOPT,134217728,832,161320,4354266,4359318,0.12,4307085,24.1482802899,24.2582260726,100,5592444,50.0000119209,2,8.999979973,3.999994278
saxpy,NOPT,134217728,840,159784,4271939,4285243,0.31,4233803,30.0451066015,30.1814617901,100,5752215,56.1714760034,2,8.99996836,3.99999096
saxpy,NOPT,134217728,848,158276,4285682,4295047,0.22,4235362,29.2062953956,29.3374445284,100,5697945,50.4047003093,2,8.9999877149,3.99999649
saxpy,NOPT,134217728,856,156797,4286123,4296830,0.25,4245324,29.8164563931,29.9542462298,100,5644701,56.0733413025,2,8.9999801584,3.999994331
saxpy,NOPT,134217728,864,155345,4326125,4335330,0.21,4280204,27.6053703386,27.725489603,100,5592402,50.0000119209,2,8.9999724626,3.9999921322
saxpy,NOPT,134217728,872,153920,4299617,4304951,0.12,4262923,31.1316006673,31.2679871468,100,5746328,56.145758657,2,8.9999610186,3.9999888625
saxpy,NOPT,134217728,880,152521,4311908,4317054,0.12,4267003,30.0626197651,30.2009560098,100,5694108,50.3859272341,2,8.9999704958,3.9999915702
saxpy,NOPT,134217728,888,151147,4324730,4330695,0.14,4286044,31.179936727,31.3185563472,100,5642812,56.0443257753,2,8.9999689871,3.9999911392
saxpy,NOPT,134217728,896,149797,4387844,4393460,0.13,4350205,23.4074885523,23.5122660855,100,5592412,50.0000119209,2,8.9999849796,3.9999957085
saxpy,NOPT,134217728,904,148471,4250205,4254384,0.10,4204363,30.1505306438,30.2884439139,100,5740869,56.1431701292,2,8.9999951227,3.9999986065
saxpy,NOPT,134217728,912,147169,4255060,4259911,0.11,4210523,29.4142121624,29.5499817901,100,5690525,50.3841694642,2,8.999968017,3.999990862
saxpy,NOPT,134217728,920,145889,4263630,4271261,0.18,4217082,29.8222210703,29.9596733453,100,5641051,56.0496018738,2,8.9999937955,3.9999982273
saxpy,NOPT,134217728,928,144632,4290849,4300188,0.22,4243883,27.6251107766,27.7513943607,100,5592418,50.0000119209,2,8.9999399187,3.9999828339
saxpy,NOPT,134217728,936,143396,4274366,4281408,0.16,4227323,30.8452173298,30.9878700721,100,5735850,56.1215466273,2,8.9999646086,3.9999898882
saxpy,NOPT,134217728,944,142180,4275679,4281204,0.13,4226802,30.1715816132,30.3128829792,100,5687220,50.3708427505,2,8.999992615,3.99999789
saxpy,NOPT,134217728,952,140986,4282960,4288970,0.14,4238403,30.8549779113,30.9953208968,100,5639430,56.0311103959,2,8.9999280069,3.9999794305
saxpy,NOPT,134217728,960,139811,4323667,4328948,0.12,4276803,24.7826162252,24.8954058327,100,5592450,50.0000119209,2,8.9999674561,3.9999907017
saxpy,NOPT,134217728,968,138655,4273134,4280281,0.17,4229083,31.6031292873,31.7464549795,100,5731063,56.1083799439,2,8.9999755717,3.9999930205
saxpy,NOPT,134217728,976,137519,4275159,4281034,0.14,4234243,30.6467543777,30.7843117458,100,5684129,50.3635687471,2,8.999967981,3.9999908517
saxpy,NOPT,134217728,984,136401,4287862,4291714,0.09,4239684,31.6629882589,31.8049764521,100,5637908,56.0188878557,2,8.9999329539,3.999980844
saxpy,NOPT,134217728,992,135301,4278738,4285583,0.16,4234523,28.4946436692,28.6276054715,100,5592431,50.0000119209,2,8.9999662043,3.9999903441
saxpy,NOPT,134217728,1000,134218,4296554,4299809,0.08,4250763,32.782794672,32.9313060257,100,5726624,56.0895931306,2,8.9999889988,3.9999968568
saxpy,NOPT,134217728,1008,133153,4293704,4300624,0.16,4240927,31.6656251806,31.8089191524,100,5681184,50.354541555,2,8.9999802858,3.9999943674
saxpy,NOPT,134217728,1016,132105,4304402,4310308,0.14,4258724,32.7667071533,32.917368734,100,5636480,56.0055741108,2,8.9999627427,3.9999893551
saxpy,NOPT,134217728,1024,131072,4302437,4307226,0.11,4258004,22.1851893844,22.286355303,100,5592416,50.0000119209,2,9,4
